restaurant_name_he,address_he,city_he,city_en,phone,business_type_he,diet_type,certifier_ids,corroboration_count,source_documents,source_date,record_state,needs_review,notes,dedupe_hash_sha256
מאפה בעתיקה,ירושלים 17,צפת,Safed,046920184,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,024003df1d517baba5c7cb5f0369f0a300425d695d740749e6981de81a14d777
מולינו - לרגישי גלוטן,ק. מאור חיים,צפת,Safed,043132028,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,gluten-sensitive,1770bc5929385598f27c12a3ce1a202f262368b49fa6d2097f5a7ea2d17989e1
אנג'ל,ירושלים 81,צפת,Safed,046974071,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,538ff08182f0d90151811c93fe1186b20116994e79551123af6ef6d6957d539d
חלב חיטים,צומת מירון,מירון,Meron,046333296,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,983a9843cdf67c351ead857a57c93291f1920e4a425f9bcb452ed8412c02c0f4
המאפיה של יוסי,שיכון ד',טבריה,Tiberias,,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,fc0bdb4b2dcaf14803da1f580d91fc9fb3a125d2cd8164dc3072695f01853cbf
אור חיים,לב האגם 3,טבריה,Tiberias,046731277,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,5ac348860af29053a303c6fac114ad8bbce0e54ef845100d6f35d177e401bec9
אריאל,סירקין 36,חיפה,Haifa,,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,multi-branch line,1cfc044ec3cb97205343b3687ddc23f2b67146eb58d956300a3a035783fea2e6
אריאל,חניתה 26,חיפה,Haifa,,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,multi-branch line,416bf1f4aa634553f0c2c702ed2e51d9a19b83ff7d2b693f358d3889462adffd
ארץ חמדה טובה,"האדמו""ר מבעלזא 4",נוף הגליל,Nof HaGalil,048867076,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,92fb7a49a11592499bd226732e87d5b6e205a7c3e7d3abb0dec75470051feedf
אריאל,משה שרת 2,קרית ים,Kiryat Yam,,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,10133387285f7b5a269079fcf02a658959158984217e236454287455b54e2a12
אריאל,שד' בן גוריון 82,קרית מוצקין,Kiryat Motzkin,,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,17d423c9d9d0747316646a1f094de8399f8e68dec0aaa2e72547845350b23df2
ברכת משה,שד' ירושלים 29,קרית ים,Kiryat Yam,,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,fd114b00e25ebde539face2d89b0a9d2b12608ef271d704033bbd2df4c760cfa
ברכת משה,העצמאות 35,קרית אתא,Kiryat Ata,,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,99e3d699498145402bb60aa03268b4d7d9b5ddca15b048f726a39f9cee9019b5
ברכת משה,הנשיא ויצמן 17,קריות,Krayot,,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,exact city unresolved,35ea7011dbd5bb63c54c6b035634a8fdd5d6bf046d1ff7982584c0eac0cc8205
ברכת משה,שדרות טרומפלדור 1,נשר,Nesher,,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,d388643b9a886d95839ba7c86f8b536b5df1ecf79e263ba25c24bbd05737205a
אריאל,שאול עמור 77,מגדל העמק,Migdal HaEmek,,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,5caee4f6ff3231a4242d7ae18f5c72f99107934f24aa1c11c635ec9ef95d21b2
אריאל,מרכז רסקו,עפולה,Afula,,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,c8241e73953c32b6bcde08d2b319a048564fc095b9cc301d284a92704aa8c4fe
בייקרי,גורליץ 9,נתניה,Netanya,0533106353,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,163903c248efe70073b6632743f5688b1ee651c7fc87f21e6a94aad189dce50f
היימישע חלות (בהזמנה מראש),,נתניה,Netanya,0545244999,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,056fd3152cbc96250bc64121eb33ab526c6a9cc91190ff05a0e1d15999573576
ברכת משה,בן 16,נתניה,Netanya,,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,address partial in OCR,00babdb129928fb3760f2c253369092c94836b2efa036121a8ac98bd93cbce83
ברכת משה,האירוסים 2,יוקנעם,Yokneam,,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,9667d79f08fe61c556da8293c9f38ec7af02e30dc01d866dd47bc527fd048ab2
פיצה שמש,דרך ארץ 11,חריש,Harish,,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,6ef764e90ea48f911a2e20b21ee4c2aa10cc970736cb75d5963a9d78706f0b0f
פיצה פלוס,בר כוכבא 7,עפולה,Afula,0534123250,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,2572597e118dbd2a8215e8af68cc3b25ce03f67088ab108c0c57fb9a9a136fb3
פיצה שמש,גאולה 31,עפולה,Afula,046116565,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,f5a78e677d519cecf53924f459a59df0f35d82a84adab0186dc5a75e0504eb80
אקסטרא פיצה,אלחדיף 5,טבריה,Tiberias,046726071,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,d872401c769aacfe4d9fd2b8995ed0538811afd75ce28df30ebdf63ed36e3f28
פיצה ברכת יוסף,יצחק בן צבי 28,טבריה,Tiberias,048114046,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,1bd9663d9de26a0e1eb92cfa37b6414dfc9c9888c929579dcb06a0d4ad953719
פיצה שמש דלישס,העצמאות 2,טבריה,Tiberias,046722300,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,b02366e0f75afb177d3aaf91109fb8c15c872d79de92f0c70cc552d1c07b4d29
פיצה בארכה - פיצה פלאפל,אבוחצירה 1,טבריה,Tiberias,046733142,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,10e137bfdb8fbf0107de72d3ecd7d3110ed5ef2758fa588e5e843b0a31ccf234
פלאפל אקסטרא,אהל יעקב 3,טבריה,Tiberias,046995090,פלאפל,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,efba107cbb3fc3c5a6ce6ced428374f3b53d959ee22ad731016b01fb150894b7
טעם הצפון,ירושלים 22,צפת,Safed,,מזנון חלבי,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,7f4ece99ae9b74cb583b5ad599682079f5ead27751226afd4f7c6a979af71ef7
פיצה פרקטו,קפלן 8,נתניה,Netanya,,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,5f21fdb386bdecde2bb69436347db93ee5ab02586453d955ae4800b9fb7ea7db
פיצה שמש,משה שרת 3,נתניה,Netanya,,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,b714544d644c7e091023c8f3f2873545cb1a7bc680806790cf0d9dfce31fe47a
פינה לק,"האדמו""ר מבעלזא 6",נוף הגליל,Nof HaGalil,046731277,מזנון חלבי,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone likely misaligned,69db702d17f52314ea9ba686ba6d0450c77c24e900d8db09611b44017f2cfc29
חנות המקווה,מרן 26,נוף הגליל,Nof HaGalil,,מזנון,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,1698d33dc3467777a5e1251999d372277c0d8fed7df13cc603faa04ce1fb819a
קפיטריה שגיא,אור החיים 8,קרית שמואל,Kiryat Shmuel,,מזנון חלבי,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,b3c84804b0c7a7d1a9e9905b18120f8b6fc5fe6c46e40cd0c59a09001f56b463
פיצה שמש,הרצל 51 / פנחס לבון 39,חיפה,Haifa,,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,d260f4e52b78c352b8a63943c9db04c911dc60bbe97c311a5ec2c6c9a5c0944c
אקסטרא פיצה,ירושלים 114,צפת,Safed,046922269,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,af03763454c860fb0a52957ea02d0eddbb74c5467fe2a8466e1b9225b29fa88a
פיצה שמש דלישס,ירושלים 81,צפת,Safed,046063131,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,62d94079297af2e59635dac5ee039c1514e0e855b76dd5643621d409084f884f
פיצה צפת,ירושלים 39,צפת,Safed,1700505099,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,3157ba986150e4e2f3bdbff6a83355e762367e67ce614c413115f6846d8626b1
פיצה סמייל-לק,השבעה 202,צפת,Safed,046822224,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,501f1a5c0a820ff6118ecedca0218dc157eb44d1da4e7f45de7aa80569013ee5
צפת בייקרי,"צה""ל 2 מאור חיים",צפת,Safed,046060893,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,3640795bcd684c7193d12c36ac4493afea546421c21dd56b187bc7d9b29e834e
מנדיס בייגל'ס,ירושלים 29,צפת,Safed,0732777768,מזנון חלבי,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,557fc1e43b938723b6da5b350c016b8b39396488c08b78ee2d04b219b7ced338
המאפים של גיטי,ירושלים 35,צפת,Safed,,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,5015d5d208cacd91f7789b1e05cf81cb0931945b99813ca1e28e73a760f3f993
פלאפל נועם,ירושלים 26,צפת,Safed,0502888738,פלאפל,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,dcba608ebbe1187265bf2a9ca229b6e77334d2b114c25652c94a591dc1b964ad
פיצה הר מירון,צומת מירון,מירון,Meron,,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,2a251d5c44cf76246d07246852e3de34cc04f36e0962c95780825bb62eba9e15
פיצה Slice,,צפת,Safed,046522086,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,"city inferred, no address",09e409f6e8ede487ce9c99f61fe4bdb727202235b5aa60bc2cc843afb0aa0891
ג'פאן ג'פאן,"יהדות דרום אפריקה 2, אופקים",אופקים,Ofakim,03304*,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,b2f421434932a1b78984162e38a8ce549a2103bcbc33bf0807f070a8a6fbfc4e
טורו סושי,"יצחק רבין 5, אור יהודה",אור יהודה,Or Yehuda,086405555,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,7f30d938cafb8e86669021590eca851fdbcf49df01bfa2a5cd4c030072c5e8e2
טורקיש גריל,עבודה 2 אור יהודה,אור יהודה,Or Yehuda,0536354094,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,27541abcaca7867b50796b67ab7ad4985797ba3858bcd778afe4be182bfd621a
פארוק,"שדרות מרדכי בן פורת 70, אור יהודה",אור יהודה,Or Yehuda,035330159,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,b22d16375d8c5de8be2947033f1475e872853aa03efb8c771ff849d4498f27d6
פינת הצלע,"השקמה 2, אזור",אזור,Azor,036540363,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,9b0573976adb5abe70c139131781b31207d8baa1cbe25868c124838463b29310
בורגרס בר - מרכז ביג,"הסתת 20, מרכז ביג, אילת",אילת,Eilat,02242*,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,a83dba4a321db405922f8aecb8efd7ca595c5409a43902fd56e5b549a343305d
בורגרס בר - פנינת אילת,"דרבן 4, מרכז פנינה אילת",אילת,Eilat,02242*,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,0bd0669a8ed60e577cee7861c987d66d9413736390be151a17b584bc4cc02a36
שיפודי ציפורה,"קאמן 10, אילת",אילת,Eilat,086378228,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,c8bc9afc8c930b2b8531fbacb401b8018336b3bb22a661a3bde16bc427c1884f
בורגרס בר,הגדוד העברי 5 גן העיר אשדוד,אשדוד,Ashdod,02242*,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,afc90e61fc415644c68b97341734e1ad21df26244e09af7e4b723758946728b3
ויצמן,"הבנאים 9, אשדוד",אשדוד,Ashdod,088522593,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,b48180c13f64729fadaeb0c60536347a5281a9a6b78fbcd3eb7af3f40802683d
רוזה,"ז'בוטינסקי 45, אשדוד",אשדוד,Ashdod,086181717,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,76a1b36036a6f6c92504eca101d0f92fd8682c2273bd5af3a748d83a5445b704
באבו,"אורט 29, אשקלון",אשקלון,Ashkelon,0775070010,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,ac59249c263044b69f31ae652efcb2f04fe0ec1392560496690b31b8eaa5858c
ג'פאן ג'פאן,"הנמל 9, מרינה אשקלון",אשקלון,Ashkelon,03304*,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,eadfce567169922bc33f809ed1c86a8e298b9e2483596a4b8b9ba0b6c0fe03c2
הגחלים,"הגבורה 1, אשקלון",אשקלון,Ashkelon,086710230,בשרי,meat,badatz_hadar_hakashrut_barda,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,4ea00b919d27e5edbbb308a505d0e28596aee8d8cc50e995877f349c266975ef
ג'פאן ג'פאן,"ראובן רובין 5 מתחם הבלוק, באר שבע",באר שבע,Be'er Sheva,03304*,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,93a808aec29686168cf242e9bdeb6469291b23f1145f1c4b8203f8499bb9894c
אלמה,"דרך יצחק רבין 19, בית שמש",בית שמש,Beit Shemesh,025449986,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,433706296975eba0470a6cf7fcb55a9e75522d697c8c4383449befa4cfd1c48d
ג'פאן ג'פאן,"יגאל אלון 3, קניון ביג פאשן, בית שמש",בית שמש,Beit Shemesh,03304*,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,d1e55df732906175692d4503dc086be3460e9eceb8ab75260943124a970b509d
מסובין,"יגאל אלון 2 , מתחם פז בכניסה לבית שמש",בית שמש,Beit Shemesh,029911778,בשרי,meat,rav_landa_variant_unverified,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),UNKNOWN_PENDING_VERIFICATION,TRUE,certifier identity unresolved ('הרב לנדא') — see data-review-todo.md item 2,b628fd5965ca3e9035575e852103c26520a9660519758ca86b56dcbc557104c7
אגאדיר,"מצדה 7, בסר 4, בני ברק",בני ברק,Bnei Brak,05690*,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,05cd415cd92cd4676bb745a2f4d92774cd02ed5e57a24bee69748429432239b5
בסרייה,מצדה 12 בני ברק,בני ברק,Bnei Brak,036035586,בשרי,meat,rav_landa_variant_unverified,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),UNKNOWN_PENDING_VERIFICATION,TRUE,certifier identity unresolved ('הרב לנדא') — see data-review-todo.md item 2,3b7a1a1f6a271019825727fddb294996eeadefe8a66e719fc97005fce118abb3
בציר,"מצדה 9, ב, בני ברק,",בני ברק,Bnei Brak,0533266463,בשרי,meat,kehilot_unidentified,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),UNKNOWN_PENDING_VERIFICATION,TRUE,certifier identity unresolved ('קהילות') — see data-review-todo.md item 2,bd848a4bae059f527ccfd7f1995f18f270aee8ad9f43428c40cdb500c81aece2
נגיסה,בן גוריון 13 בני ברק/רמת גן,בני ברק,Bnei Brak,0777000333,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,905fc73378c3fa2d3018a76906507c8ac94324c2ad94733662265c5549f26a36
ג'פאו ג'פאן,"רח' מוטה גור 14, מתחם עמי בוטיק, גבעת שמואל",גבעת שמואל,Givat Shmuel,03304*,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,40af98d1a3a610d291a38a5368f7bc16470db4a10eeb12d0e5e19d934d3b7ccb
מטבל,"יוני נתניהו 31, גבעת שמואל",גבעת שמואל,Givat Shmuel,0737578918,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,c36bdeb026621131b2bfcef87914786e86a8d6fc2ffc93112be7879a9201a01b
לחם בשר,"השונית 2, מרינה, הרצליה פיתוח",הרצליה,Herzliya,0772307592,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,32880bccf2b26c4a1e64f0bd933d4e9474e0a71fcda9459e82de2c1c81f80bb1
פאפגיו,"השונית 2, הרצליה",הרצליה,Herzliya,099564000,בשרי,meat,rav_refael_manat,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,1facdef2c0222740945328f42b58c8e83870e9365b5d8883a60be94e5b5fff17
רובן,"הגליל 100, נווה שאנן, חיפה",חיפה,Haifa,046665265,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,42ef58281e94b4dfc43ea2877e418fd3348b75e4fad3516e2ae33a22dc24195a
ג'פאן ג'פאן,"יהודה הלוי 1, מתחם ביג, טבריה",טבריה,Tiberias,03304*,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,c6751ae39a3fc27ac6798ae2f893beb560d12ae67ea1ea123c33c98fe928d3a4
סול,הבנים 17 טבריה,טבריה,Tiberias,046773444,בשרי,meat,rav_landa_variant_unverified,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),UNKNOWN_PENDING_VERIFICATION,TRUE,certifier identity unresolved ('הרב לנדאו') — see data-review-todo.md item 2,6817eba694ddccc0adb6d926336465a0ba32c8a9e0ca25e9f1a5497452a8743d
אלישע,"הרטום 7, ירושלים",ירושלים,Jerusalem,025820058,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,f008204b38ad6e5531c6590e4a02ac2515bd6a46fbccc40d6831edfb532b9f35
אנטריקוט,"קרית המדע 22, הר חוצבים, ירושלים",ירושלים,Jerusalem,0737027317,בשרי,meat,badatz_eda_haredit,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,6076612084a91ea91442530f5e9fe04fd5679a6e382527841d837f374655e3a1
בורגרס בר - בן יהודה,"בן יהודה 2 ירושלים,",ירושלים,Jerusalem,,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,8d645df014489b977788888fcbd981012b13b688865c4ddd297448eda37f6f55
בורגרס בר - גבעת שאול,"בית הדפוס 12 ירושלים,",ירושלים,Jerusalem,,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,e50d1fdc4679f65e650bbcebdaf5a42ae381bcc0e0fa96a242fbb4ce24fd7901
בורגרס בר - גילה,"הגננת 216, ירושלים,",ירושלים,Jerusalem,,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,8282c927571c96a2d3d13939a13a76708452d63cf2954f82ceb4052f9142521b
בורגרס בר - המושבה הגרמנית,"עמק רפאים 31, ירושלים,",ירושלים,Jerusalem,,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,849a066f39c919df063f045debfb6403b4842bada9403ea84f30f9f188ed1d34
בורגרס בר - הרובע היהודי,"תפארת ישראל 12, ירושלים.",ירושלים,Jerusalem,,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,51bc25654ed1f67e531ccd644373307992399757e7bcc6051d948800b690c5b8
בורגרס בר - יפו,"יפו 36 , ירושלים",ירושלים,Jerusalem,,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,3b40834e048bb2b3cd1fabe6aaad01625a7bc777d3558388cb8f7b699affd3ed
בורגרס בר - מחנה יהודה,"עץ חיים 68, ירושלים",ירושלים,Jerusalem,,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,9cfc8166bdeb12a32779362a9111a9aceef14eda5b20fdbc79a8d7614d4dbf35
ג'וי,"שדרות ממילא 13, ירושלים",ירושלים,Jerusalem,025020555,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,9f26ca0e7c77ef788678cc5e4f3174cb5855125e135a862abb6578097beebb99
ג'פאן ג'פאן - סניף 1,"דרך חברון 101, ירושלים[בית הנציב]",ירושלים,Jerusalem,03304*,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,e54defab7c5103abb5edb9d5c20d289f9e4b4321f0467753337a8f59d1592fa0
ג'פאן ג'פאן - סניף 2,"רח' ההגנה 21, ירושלים[הגבעה הצרפתית]",ירושלים,Jerusalem,03304*,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,a9105fe0fb687822b0e362032948e7ae05dcf8d72c6065dba0e63fa4eadb2a95
גריל בר,"הסורג 1, ירושלים",ירושלים,Jerusalem,026223761,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,cf0c24acefa17f271fb69e203e3d72bdc2ca1930f1f1d6bdc5f3a29756cffc4e
החברים - סניף 1,"דרך רבין 10, ירושלים , מתחם סינמה סיטי",ירושלים,Jerusalem,026230066,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,5ea1212b101172f34131dbc5aeaf5234232c4a3f09e2bddfabc6a67b5801f36d
החברים - סניף 2,גולדה מאיר 255 ירושלים קניון רמות,ירושלים,Jerusalem,0779386151,בשרי,meat,rav_landa_variant_unverified,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),UNKNOWN_PENDING_VERIFICATION,TRUE,certifier identity unresolved ('הרב לנדאו') — see data-review-todo.md item 2,bd37010b6b3ed6e834936af6afc73dbe71f7005867f62fa70615ad6dcdcbc39f
נויה,"שלומציון המלכה 3, ירושלים",ירושלים,Jerusalem,,בשרי,meat,kehilot_unidentified,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),UNKNOWN_PENDING_VERIFICATION,TRUE,certifier identity unresolved ('קהילות') — see data-review-todo.md item 2,660741bfdb789eac3f4666c09f3fc76c2ce1d3f42c25d54dfcf86b05de70f5bb
